iter,prompt_id,R_total,R_syn,s2_JS,s3_EV,R_opt,parsed_ok,js_ok,ev_ok,opt_ran,run_id,method
5,p004,0.680874260367715,1.0,0.5077985720478824,0.5643688975813651,0.6308747121231192,True,True,True,True,run_0,Vista
6,p004,0.505456368976418,1.0,0.5401970168122252,0.5064827969116491,,True,True,False,False,run_0,Vista
7,p004,0.7526905935076035,1.0,0.5876168143498242,0.7055418494777574,0.8394772492522493,True,True,True,True,run_0,Vista
0,p005,0.0,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
1,p005,0.2907275764179828,1.0,0.4112008431638553,0.0,,True,False,False,False,run_0,Vista
2,p005,0.35082368835055555,1.0,0.462975812133963,0.0,,True,False,False,False,run_0,Vista
3,p005,0.2739647011735598,1.0,0.47458650789450924,0.0,,True,False,False,False,run_0,Vista
4,p005,0.6866839166233971,1.0,0.6348359994106287,0.5722286532848007,0.45358151468377095,True,True,True,True,run_0,Vista
5,p005,0.8078020733996708,1.0,0.775962196751166,0.7051035844246183,0.8263422707155317,True,True,True,True,run_0,Vista
6,p005,0.9088225657809812,1.0,0.8516783479601123,0.7320691966665978,0.9552776062306193,True,True,True,True,run_0,Vista
7,p005,0.9615771832383244,1.0,0.8062176869995284,1.0,0.9519837763877943,True,True,True,True,run_0,Vista
0,p006,0.258177022991942,1.0,0.3200967733320421,0.0,,True,False,False,False,run_0,Vista
1,p006,0.3131972889429272,1.0,0.43340003760206136,0.0,,True,False,False,False,run_0,Vista
2,p006,0.29825859519171505,1.0,0.4546714281825722,0.0,,True,False,False,False,run_0,Vista
3,p006,0.34972335617161476,1.0,0.49256276861830034,0.0,,True,False,False,False,run_0,Vista
4,p006,0.5439465175053564,1.0,0.5047908568355736,0.5229422126224519,,True,True,False,False,run_0,Vista
5,p006,0.6024878922319076,1.0,0.5099934237507779,0.7806585535194354,,True,True,True,False,run_0,Vista
6,p006,0.8385511845785926,1.0,0.7180316568461288,0.805774404116496,0.8301059937612165,True,True,True,True,run_0,Vista
7,p006,0.8762823051440786,1.0,0.7753086347107411,0.9375221256549245,0.9318280689231899,True,True,True,True,run_0,Vista
0,p007,0.25572704928136375,1.0,0.2948380818420929,0.0,,True,False,False,False,run_0,Vista
1,p007,0.31382801687408796,1.0,0.4690430787333878,0.0,,True,False,False,False,run_0,Vista
2,p007,0.3338617320348633,1.0,0.45769443751744504,0.0,,True,False,False,False,run_0,Vista
3,p007,0.29964552259583893,1.0,0.45600034389220845,0.0,,True,False,False,False,run_0,Vista
4,p007,0.3140405191408563,1.0,0.4564661137496231,0.0,,True,False,False,False,run_0,Vista
5,p007,0.8293185630085224,1.0,0.66820914877551,0.8608071645808909,0.6589068118993302,True,True,True,True,run_0,Vista
6,p007,0.8782063560678566,1.0,0.8037941102130691,0.8674717925357508,0.7678411816911422,True,True,True,True,run_0,Vista
7,p007,0.928172124371934,1.0,0.7947298805470535,0.9837356674379607,0.7708037925468425,True,True,True,True,run_0,Vista
0,p008,0.24373123349806092,1.0,0.19851244215877462,0.0,,True,False,False,False,run_0,Vista
1,p008,0.28100090142453554,1.0,0.32265261563244707,0.0,,True,False,False,False,run_0,Vista
2,p008,0.29367180122453995,1.0,0.41958039674001796,0.0,,True,False,False,False,run_0,Vista
3,p008,0.2641711644887579,1.0,0.33614072259457606,0.0,,True,False,False,False,run_0,Vista
4,p008,0.4744691797952286,1.0,0.5322168140306395,0.39714506287592494,,True,True,False,False,run_0,Vista
5,p008,0.3097528143123872,1.0,0.4836974585655577,0.0,,True,False,False,False,run_0,Vista
6,p008,0.6853434156934735,1.0,0.716065183166287,0.7697176051603535,,True,True,True,False,run_0,Vista
7,p008,0.8455828191682538,1.0,0.5546304762534613,0.8609417307252655,0.8813938369060643,True,True,True,True,run_0,Vista
0,p009,0.252941280149485,1.0,0.2390975730921774,0.0,,True,False,False,False,run_0,Vista
1,p009,0.2073937535962698,1.0,0.10068641509381543,0.0,,True,False,False,False,run_0,Vista
2,p009,0.27600649729416926,1.0,0.3591324030230158,0.0,,True,False,False,False,run_0,Vista
3,p009,0.26997727183128123,1.0,0.40139998509222463,0.0,,True,False,False,False,run_0,Vista
4,p009,0.29950856522043784,1.0,0.49082776158152347,0.0,,True,False,False,False,run_0,Vista
5,p009,0.648269889240481,1.0,0.505954384350142,0.6070128760532683,0.5444407833355978,True,True,True,True,run_0,Vista
6,p009,0.7678699634332389,1.0,0.6471797883113489,0.6215534682160437,0.8023751022670264,True,True,True,True,run_0,Vista
7,p009,0.8201796004971386,1.0,0.6563779413094168,0.8441583136843462,0.7931881297959126,True,True,True,True,run_0,Vista
0,p010,0.24315808326689597,1.0,0.348188170563035,0.0,,True,False,False,False,run_0,Vista
1,p010,0.2587161921066273,1.0,0.31256211662160627,0.0,,True,False,False,False,run_0,Vista
2,p010,0.2432283306588997,1.0,0.28496112612943697,0.0,,True,False,False,False,run_0,Vista
3,p010,0.28368570808499144,1.0,0.41450219954226464,0.0,,True,False,False,False,run_0,Vista
4,p010,0.47948097178980625,1.0,0.5493693169744278,0.46592871426182836,,True,True,False,False,run_0,Vista
5,p010,0.7644752581751155,1.0,0.6168722047270753,0.6241033493555174,0.6920294750614597,True,True,True,True,run_0,Vista
6,p010,0.7925975703081164,1.0,0.6287358372933304,0.762489363841958,0.8047268950675115,True,True,True,True,run_0,Vista
7,p010,0.520153983876316,1.0,0.5713220459884005,0.5342182065724925,,True,True,False,False,run_0,Vista
0,p011,0.2629222944839737,1.0,0.2912522173608027,0.0,,True,False,False,False,run_0,Vista
1,p011,0.30191649633361534,1.0,0.4212330761360674,0.0,,True,False,False,False,run_0,Vista
2,p011,0.27801254533862446,1.0,0.37735694169219797,0.0,,True,False,False,False,run_0,Vista
3,p011,0.5889458009547541,1.0,0.6181046306382701,0.6241724916511123,,True,True,True,False,run_0,Vista
4,p011,0.7380405972531848,1.0,0.6232577189670784,0.6135319968510794,0.7176058438608515,True,True,True,True,run_0,Vista
5,p011,0.7897135416894323,1.0,0.6554882544917583,0.8132654816766633,0.881088369487841,True,True,True,True,run_0,Vista
6,p011,0.8539436800305993,1.0,0.6471328027530502,0.9651187954315319,0.8675165795175256,True,True,True,True,run_0,Vista
7,p011,0.04864784637873509,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
0,p012,0.23404674883026932,1.0,0.1994406169838047,0.0,,True,False,False,False,run_0,Vista
1,p012,0.26942489923988844,1.0,0.29271424071527485,0.0,,True,False,False,False,run_0,Vista
2,p012,0.2730034323834739,1.0,0.4333380596470238,0.0,,True,False,False,False,run_0,Vista
3,p012,0.0,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
4,p012,0.5337351836109887,1.0,0.5630088691365874,0.5056803145462043,,True,True,False,False,run_0,Vista
5,p012,0.295335149475754,1.0,0.47743423733463314,0.0,,True,False,False,False,run_0,Vista
6,p012,0.7067781986622886,1.0,0.6613378188546867,0.6198941830982364,0.5288055627405828,True,True,True,True,run_0,Vista
7,p012,0.8026719720659194,1.0,0.6923399864408858,0.7339369592024196,0.8102767041112203,True,True,True,True,run_0,Vista
0,p013,0.27557443620991223,1.0,0.3441977914699715,0.0,,True,False,False,False,run_0,Vista
1,p013,0.2509931360575182,1.0,0.33141893320374105,0.0,,True,False,False,False,run_0,Vista
2,p013,0.26765837985041147,1.0,0.34368256963699917,0.0,,True,False,False,False,run_0,Vista
3,p013,0.306875388289595,1.0,0.41969760477639584,0.0,,True,False,False,False,run_0,Vista
4,p013,0.6853611389964457,1.0,0.5075645048580739,0.6314894877278062,0.5272888072844664,True,True,True,True,run_0,Vista
5,p013,0.7123026458425006,1.0,0.6477988413420924,0.5658363271288072,0.7796509027006919,True,True,True,True,run_0,Vista
6,p013,0.8256200713953363,1.0,0.6237732517548482,0.7355918218431549,0.8619944889108371,True,True,True,True,run_0,Vista
7,p013,0.7870034074505459,1.0,0.7764322259518066,1.0,,True,True,True,False,run_0,Vista
0,p014,0.2407604107704373,1.0,0.17079957142429864,0.0,,True,False,False,False,run_0,Vista
1,p014,0.01014925721574367,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
2,p014,0.2363209599582947,1.0,0.2667360496978056,0.0,,True,False,False,False,run_0,Vista
3,p014,0.25340364958878103,1.0,0.41279714628518566,0.0,,True,False,False,False,run_0,Vista
4,p014,0.2761890164530783,1.0,0.4793413092292476,0.0,,True,False,False,False,run_0,Vista
5,p014,0.312250512811839,1.0,0.4527653042153942,0.0,,True,False,False,False,run_0,Vista
6,p014,0.7516830128077222,1.0,0.7109381278861293,0.6462561898192113,0.7555965393151562,True,True,True,True,run_0,Vista
7,p014,0.8543672560299014,1.0,0.6331082820129117,0.8575868951140281,0.6801234406498784,True,True,True,True,run_0,Vista
0,p015,0.22220126634492926,1.0,0.17675925831906328,0.0,,True,False,False,False,run_0,Vista
1,p015,0.2232080487664541,1.0,0.28193265773305926,0.0,,True,False,False,False,run_0,Vista
2,p015,0.003140357266090445,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
3,p015,0.2546883113725418,1.0,0.42102672748255926,0.0,,True,False,False,False,run_0,Vista
4,p015,0.037049962668174924,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
5,p015,0.3117489433168297,1.0,0.46047061533746714,0.0,,True,False,False,False,run_0,Vista
6,p015,0.7671599434438727,1.0,0.6134821708330642,0.7445818735663179,0.6239588307233903,True,True,True,True,run_0,Vista
7,p015,0.7061063790752529,1.0,0.6457504092388956,0.5640100538650312,0.7878036090433621,True,True,True,True,run_0,Vista
0,p016,0.23177083518352035,1.0,0.13489303653946874,0.0,,True,False,False,False,run_0,Vista
1,p016,0.26715416952402865,1.0,0.3038303103186509,0.0,,True,False,False,False,run_0,Vista
2,p016,0.2952349861847155,1.0,0.3962344593928898,0.0,,True,False,False,False,run_0,Vista
3,p016,0.2704792438049593,1.0,0.3852825777794151,0.0,,True,False,False,False,run_0,Vista
4,p016,0.29281329678742857,1.0,0.46600206668441835,0.0,,True,False,False,False,run_0,Vista
5,p016,0.49085510152858175,1.0,0.6396457545794296,0.40196213951526205,,True,True,False,False,run_0,Vista
6,p016,0.6948370360135397,1.0,0.5654718850337632,0.5724751351121548,0.7938148219293906,True,True,True,True,run_0,Vista
7,p016,0.7988036526570904,1.0,0.7551777652737555,0.696297759693149,0.8548949682426132,True,True,True,True,run_0,Vista
0,p017,0.24625468571509457,1.0,0.27132749358832986,0.0,,True,False,False,False,run_0,Vista
1,p017,0.26941657485336906,1.0,0.3719633549182824,0.0,,True,False,False,False,run_0,Vista
2,p017,0.2559500883977098,1.0,0.46857646808409337,0.0,,True,False,False,False,run_0,Vista
3,p017,0.5587556033085217,1.0,0.5709235117690263,0.5375594854765796,,True,True,False,False,run_0,Vista
4,p017,0.7031540408123167,1.0,0.5817709333290109,0.593314315029661,0.6100987703275177,True,True,True,True,run_0,Vista
5,p017,0.529408273745452,1.0,0.6787536477569538,0.5439450350822727,,True,True,False,False,run_0,Vista
6,p017,0.7484198202607591,1.0,0.6075389736759469,0.5734531764951352,0.8118881362550625,True,True,True,True,run_0,Vista
7,p017,0.6648586263585655,1.0,0.6643298851448861,0.8312893563084869,,True,True,True,False,run_0,Vista
0,p018,0.2748832899316016,1.0,0.31624429951781563,0.0,,True,False,False,False,run_0,Vista
1,p018,0.2868508963565587,1.0,0.3551687333298906,0.0,,True,False,False,False,run_0,Vista
2,p018,0.24772376678340985,1.0,0.25493528685179045,0.0,,True,False,False,False,run_0,Vista
3,p018,0.7382810173551404,1.0,0.5783067970436477,0.6359085573357455,0.5817535075036898,True,True,True,True,run_0,Vista
4,p018,0.3089670928762938,1.0,0.46457371702754735,0.0,,True,False,False,False,run_0,Vista
5,p018,0.0,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
6,p018,0.018007902115840718,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
7,p018,0.8156311297832393,1.0,0.7141875042746905,0.7929111012252729,0.8479645510361665,True,True,True,True,run_0,Vista
0,p019,0.2597190084065873,1.0,0.23072514636873698,0.0,,True,False,False,False,run_0,Vista
1,p019,0.24061079538080604,1.0,0.2992756881440704,0.0,,True,False,False,False,run_0,Vista
2,p019,0.3083806118404345,1.0,0.3954744984603652,0.0,,True,False,False,False,run_0,Vista
3,p019,0.26825954049018225,1.0,0.3637582170537456,0.0,,True,False,False,False,run_0,Vista
4,p019,0.31248597755053364,1.0,0.489071803163047,0.0,,True,False,False,False,run_0,Vista
5,p019,0.6910922706036083,1.0,0.616395363888617,0.5952859946462475,0.69041258257217,True,True,True,True,run_0,Vista
6,p019,0.4888085263724467,1.0,0.5646624612028551,0.4979158063758112,,True,True,False,False,run_0,Vista
7,p019,0.9067544289389029,1.0,0.6858160559546341,0.9064209733454623,0.9354077776388693,True,True,True,True,run_0,Vista
0,p020,0.2840021521367184,1.0,0.29107495081392576,0.0,,True,False,False,False,run_0,Vista
1,p020,0.5160613986050504,1.0,0.5077545038037234,0.42316535716462,,True,True,False,False,run_0,Vista
2,p020,0.3670262256813159,1.0,0.47534051056842047,0.0,,True,False,False,False,run_0,Vista
3,p020,0.6936167467972181,1.0,0.599976190403339,0.5609592626500279,0.6562008187591352,True,True,True,True,run_0,Vista
4,p020,0.7510762020007035,1.0,0.6319685533747074,0.714057572411915,0.7561420206688757,True,True,True,True,run_0,Vista
5,p020,0.7594461167628946,1.0,0.6758977535561789,0.6991429218892761,0.6494357615530217,True,True,True,True,run_0,Vista
6,p020,0.6783315271661652,1.0,0.7390653495060711,0.7622676407506417,,True,True,True,False,run_0,Vista
7,p020,0.9058092502312586,1.0,0.7678332743713736,0.914104428608784,0.9531242050489158,True,True,True,True,run_0,Vista
0,p021,0.24745291753601578,1.0,0.16467477959542673,0.0,,True,False,False,False,run_0,Vista
1,p021,0.18622396806065955,1.0,0.08908633431260808,0.0,,True,False,False,False,run_0,Vista
2,p021,0.2488198179506008,1.0,0.28899449698657464,0.0,,True,False,False,False,run_0,Vista
3,p021,0.2698540959809806,1.0,0.3080886664663649,0.0,,True,False,False,False,run_0,Vista
4,p021,0.29409895991390617,1.0,0.4490317181102198,0.0,,True,False,False,False,run_0,Vista
5,p021,0.04140485417950623,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
6,p021,0.5026906511982284,1.0,0.5532899633870673,0.4848066892705696,,True,True,False,False,run_0,Vista
7,p021,0.6504145205188518,1.0,0.5557364741246575,0.7436522771079164,,True,True,True,False,run_0,Vista
0,p022,0.23241512080599602,1.0,0.19352340079082705,0.0,,True,False,False,False,run_0,Vista
1,p022,0.29422762661400154,1.0,0.45335270298106267,0.0,,True,False,False,False,run_0,Vista
2,p022,0.28588523438896646,1.0,0.4068839523118857,0.0,,True,False,False,False,run_0,Vista
3,p022,0.5591279138285392,1.0,0.5981427708460078,0.5290029124395684,,True,True,False,False,run_0,Vista
4,p022,0.622116994199912,1.0,0.6188532376855762,0.6579761643407903,,True,True,True,False,run_0,Vista
5,p022,0.7166536618396854,1.0,0.6285213683274127,0.6234956526780826,0.45039780023358367,True,True,True,True,run_0,Vista
6,p022,0.841438081213449,1.0,0.6875400296920875,0.7886609905739014,0.7489050153804823,True,True,True,True,run_0,Vista
7,p022,0.840708960667222,1.0,0.7089787201635092,0.861221316813835,0.902747960223409,True,True,True,True,run_0,Vista
0,p023,0.2411308257564245,1.0,0.16516068428371483,0.0,,True,False,False,False,run_0,Vista
1,p023,0.25716632468356854,1.0,0.2804444092812165,0.0,,True,False,False,False,run_0,Vista
2,p023,0.27919457726443436,1.0,0.2964078007497255,0.0,,True,False,False,False,run_0,Vista
3,p023,0.31433905608829654,1.0,0.4800635730055932,0.0,,True,False,False,False,run_0,Vista
4,p023,0.6783582796321211,1.0,0.5672933785397862,0.5639123919090943,0.479925277265139,True,True,True,True,run_0,Vista
5,p023,0.7896230534470469,1.0,0.6293088108425727,0.7545260219107255,0.8286413498448304,True,True,True,True,run_0,Vista
6,p023,0.7499594642884228,1.0,0.6245899851693797,0.7042136958911377,0.7578691856083626,True,True,True,True,run_0,Vista
7,p023,0.8400702645411995,1.0,0.672288756254074,0.8097565517558619,0.8318279352023895,True,True,True,True,run_0,Vista
0,p024,0.2103536102663939,1.0,0.19828205323373346,0.0,,True,False,False,False,run_0,Vista
1,p024,0.269006636014647,1.0,0.36887877319322376,0.0,,True,False,False,False,run_0,Vista
2,p024,0.3163182429443108,1.0,0.49241619764878075,0.0,,True,False,False,False,run_0,Vista
3,p024,0.4724993342120326,1.0,0.5223113413103956,0.38923946735585346,,True,True,False,False,run_0,Vista
4,p024,0.7818235386379129,1.0,0.6942884050856573,0.7279899883988301,0.7551816378771218,True,True,True,True,run_0,Vista
5,p024,0.8337644760079889,1.0,0.6225071136842949,0.8332859991712117,0.7385375986273397,True,True,True,True,run_0,Vista
6,p024,0.6678540412723353,1.0,0.6567018836196067,0.7661740616791907,,True,True,True,False,run_0,Vista
7,p024,0.8516131794388402,1.0,0.6822480806478459,0.9051833933931719,1.0,True,True,True,True,run_0,Vista
0,p025,0.2606049726270218,1.0,0.32294750767946573,0.0,,True,False,False,False,run_0,Vista
1,p025,0.2834217352865917,1.0,0.44777400265500483,0.0,,True,False,False,False,run_0,Vista
2,p025,0.3345603044138741,1.0,0.4827290433461608,0.0,,True,False,False,False,run_0,Vista
3,p025,0.29212177362119723,1.0,0.44773529316184735,0.0,,True,False,False,False,run_0,Vista
4,p025,0.8003682403391186,1.0,0.601558081084184,0.7560298982642786,0.6578107211156018,True,True,True,True,run_0,Vista
5,p025,0.6384219372202466,1.0,0.6647737051106568,0.7344249562103694,,True,True,True,False,run_0,Vista
6,p025,0.8509075931610629,1.0,0.7301657283470351,0.7960363222733841,0.8374959720486668,True,True,True,True,run_0,Vista
7,p025,0.024239653338008368,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
0,p026,0.2967123015150818,1.0,0.40267443988286705,0.0,,True,False,False,False,run_0,Vista
1,p026,0.2786625347076671,1.0,0.3257796935452192,0.0,,True,False,False,False,run_0,Vista
2,p026,0.6667552441291659,1.0,0.5756258675698961,0.5965046243085574,0.5167318710436195,True,True,True,True,run_0,Vista
3,p026,0.7162931883591407,1.0,0.5617446178295502,0.6915919836688003,0.663445685525971,True,True,True,True,run_0,Vista
4,p026,0.7498514494726592,1.0,0.5604479910268731,0.6406358517077897,0.6534791389916895,True,True,True,True,run_0,Vista
5,p026,0.73145333847554,1.0,0.5139798012880255,0.6400104507073975,0.6782723272257712,True,True,True,True,run_0,Vista
6,p026,0.8934184980993335,1.0,0.7171003968002237,0.8572450470481636,0.8746913584687069,True,True,True,True,run_0,Vista
7,p026,0.8985025804339561,1.0,0.7407055791812576,0.9346667093921175,1.0,True,True,True,True,run_0,Vista
0,p027,0.00522107592237578,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
1,p027,0.28567423666636776,1.0,0.4063169060043567,0.0,,True,False,False,False,run_0,Vista
2,p027,0.25526371727446096,1.0,0.37987317477997545,0.0,,True,False,False,False,run_0,Vista
3,p027,0.27553971097164415,1.0,0.44212271028695055,0.0,,True,False,False,False,run_0,Vista
4,p027,0.7212482966667458,1.0,0.7276020154612978,0.6589277046508808,0.5817457938173625,True,True,True,True,run_0,Vista
5,p027,0.731775897590592,1.0,0.6431474543223151,0.5991993324905698,0.7211361910377001,True,True,True,True,run_0,Vista
6,p027,0.8094541832981667,1.0,0.7634469859223216,0.7797579164213299,0.8359603905051246,True,True,True,True,run_0,Vista
7,p027,0.9176572824978533,1.0,0.8159056143690034,0.9272087504127077,1.0,True,True,True,True,run_0,Vista
0,p028,0.28424677660881514,1.0,0.28745300332884544,0.0,,True,False,False,False,run_0,Vista
1,p028,0.2925222309507481,1.0,0.40020446448011554,0.0,,True,False,False,False,run_0,Vista
2,p028,0.2871087564408198,1.0,0.4657149434628094,0.0,,True,False,False,False,run_0,Vista
3,p028,0.7308544615614956,1.0,0.5988048655254071,0.6976935255116784,0.6261026799687325,True,True,True,True,run_0,Vista
4,p028,0.4705475234997696,1.0,0.5026501445506697,0.45924699607081854,,True,True,False,False,run_0,Vista
5,p028,0.7017445463733769,1.0,0.767773704251917,0.8508221109215944,,True,True,True,False,run_0,Vista
6,p028,0.8521670898510997,1.0,0.6945705392799199,0.9147006135953832,0.8556733738444036,True,True,True,True,run_0,Vista
7,p028,0.87314162729503,1.0,0.6476354741378794,0.9304300630034522,0.9029764140618706,True,True,True,True,run_0,Vista
0,p029,0.2714286673673858,1.0,0.2226781685786519,0.0,,True,False,False,False,run_0,Vista
1,p029,0.2706568028279519,1.0,0.3799166746957933,0.0,,True,False,False,False,run_0,Vista
2,p029,0.2886245272700367,1.0,0.34226217942912224,0.0,,True,False,False,False,run_0,Vista
3,p029,0.4915662693283313,1.0,0.5341683066887039,0.46253164514554235,,True,True,False,False,run_0,Vista
4,p029,0.7462748362065287,1.0,0.6843314839041232,0.6021536539712555,0.6445524497554209,True,True,True,True,run_0,Vista
5,p029,0.5971826513801752,1.0,0.6036219747136881,0.6186656589649453,,True,True,True,False,run_0,Vista
6,p029,0.6819474608148022,1.0,0.7739311939634002,0.7837277937205693,,True,True,True,False,run_0,Vista
7,p029,0.8999761376648608,1.0,0.8614725848087168,0.9488511701246577,1.0,True,True,True,True,run_0,Vista
0,p030,0.22474262141451626,1.0,0.17419661646532028,0.0,,True,False,False,False,run_0,Vista
1,p030,0.2652734895756508,1.0,0.3610809071093581,0.0,,True,False,False,False,run_0,Vista
2,p030,0.3117751961819778,1.0,0.4406383500335706,0.0,,True,False,False,False,run_0,Vista
3,p030,0.2648579405146437,1.0,0.3998695140069013,0.0,,True,False,False,False,run_0,Vista
4,p030,0.283470841368654,1.0,0.3509143485995372,0.0,,True,False,False,False,run_0,Vista
5,p030,0.2654688958704046,1.0,0.4063891427632459,0.0,,True,False,False,False,run_0,Vista
6,p030,0.733936646949193,1.0,0.6199194442947573,0.6240554630410833,0.6916515544888746,True,True,True,True,run_0,Vista
7,p030,0.8534541978838218,1.0,0.7081620817770051,0.8629554211470506,0.9929879332727163,True,True,True,True,run_0,Vista
0,p031,0.2632960906584313,1.0,0.2979320808051181,0.0,,True,False,False,False,run_0,Vista
1,p031,0.2371410001723474,1.0,0.36339263376779907,0.0,,True,False,False,False,run_0,Vista
2,p031,0.005698716157932745,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
3,p031,0.009521361827061417,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
4,p031,0.286021986296244,1.0,0.4695753281053443,0.0,,True,False,False,False,run_0,Vista
5,p031,0.5493307163422284,1.0,0.500868451995079,0.4829875522164683,,True,True,False,False,run_0,Vista
6,p031,0.7475227393722216,1.0,0.669529779016915,0.689147869173447,0.7983792887696167,True,True,True,True,run_0,Vista
7,p031,0.6593350559866585,1.0,0.7181772281635049,0.7520891817506368,,True,True,True,False,run_0,Vista
0,p032,0.01727496576969783,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
1,p032,0.27950337941954534,1.0,0.2795216426783386,0.0,,True,False,False,False,run_0,Vista
2,p032,0.2798524391983726,1.0,0.3191838408078755,0.0,,True,False,False,False,run_0,Vista
3,p032,0.0,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
4,p032,0.5856566616555102,1.0,0.5379299374484603,0.6035935151349096,,True,True,True,False,run_0,Vista
5,p032,0.5305263456801347,1.0,0.5699677669856239,0.5018742399380454,,True,True,False,False,run_0,Vista
6,p032,0.6576972414599938,1.0,0.6760796279925765,0.6814418075598908,,True,True,True,False,run_0,Vista
7,p032,0.8962623116195821,1.0,0.6030814366839575,0.9819581471827283,0.9390872424529733,True,True,True,True,run_0,Vista
0,p033,0.21074300493220563,1.0,0.16254834837716667,0.0,,True,False,False,False,run_0,Vista
1,p033,0.013316362821093221,-1.0,0.0,0.0,,False,False,False,False,run_0,Vista
